:ID(Flight),flight_number,aircraft_id,operator,origin,destination,scheduled_departure,scheduled_arrival
FL00763,NO949,AC1004,NorthernJet,ORD,DFW,2024-08-21T04:00:00,2024-08-21T05:38:00
FL00764,NO785,AC1020,NorthernJet,SEA,ATL,2024-07-10T01:00:00,2024-07-10T06:52:00
FL00765,RE786,AC1011,RegionalCo,SEA,BOS,2024-09-24T11:00:00,2024-09-24T14:49:00
FL00766,SK331,AC1010,SkyWays,MSP,LAX,2024-09-06T11:00:00,2024-09-06T15:38:00
FL00767,SK615,AC1006,SkyWays,LAX,MSP,2024-08-20T11:00:00,2024-08-20T14:36:00
FL00768,NO571,AC1004,NorthernJet,SFO,BOS,2024-07-31T10:00:00,2024-07-31T12:06:00
FL00769,RE850,AC1011,RegionalCo,ORD,DEN,2024-07-23T11:00:00,2024-07-23T16:42:00
FL00770,SK860,AC1014,SkyWays,DEN,MSP,2024-07-18T21:00:00,2024-07-18T22:53:00
FL00771,RE115,AC1003,RegionalCo,DEN,SFO,2024-09-22T10:00:00,2024-09-22T14:28:00
FL00772,NO725,AC1004,NorthernJet,DEN,PHX,2024-07-26T01:00:00,2024-07-26T04:33:00
FL00773,EX633,AC1013,ExampleAir,ATL,PHX,2024-08-16T10:00:00,2024-08-16T13:57:00
FL00774,NO733,AC1016,NorthernJet,MIA,SFO,2024-08-03T00:00:00,2024-08-03T01:33:00
FL00775,SK536,AC1014,SkyWays,JFK,ORD,2024-07-04T11:00:00,2024-07-04T16:55:00
FL00776,SK133,AC1014,SkyWays,DFW,BOS,2024-08-15T01:00:00,2024-08-15T06:46:00
FL00777,NO665,AC1008,NorthernJet,MSP,SEA,2024-08-22T04:00:00,2024-08-22T06:02:00
FL00778,SK822,AC1014,SkyWays,ATL,SEA,2024-08-11T08:00:00,2024-08-11T11:22:00
FL00779,NO361,AC1016,NorthernJet,SFO,DEN,2024-08-15T14:00:00,2024-08-15T16:58:00
FL00780,SK580,AC1010,SkyWays,PHX,BOS,2024-08-20T14:00:00,2024-08-20T17:57:00
FL00781,NO522,AC1016,NorthernJet,MIA,SEA,2024-07-16T11:00:00,2024-07-16T13:09:00
FL00782,NO423,AC1008,NorthernJet,DEN,LAX,2024-09-04T14:00:00,2024-09-04T17:01:00
FL00783,NO661,AC1020,NorthernJet,SFO,DEN,2024-09-03T23:00:00,2024-09-04T01:27:00
FL00784,SK538,AC1006,SkyWays,SFO,BOS,2024-07-19T03:00:00,2024-07-19T05:31:00
FL00785,EX833,AC1001,ExampleAir,MIA,DEN,2024-08-30T22:00:00,2024-08-30T23:35:00
FL00786,RE393,AC1019,RegionalCo,PHX,SFO,2024-08-17T06:00:00,2024-08-17T09:34:00
FL00787,NO331,AC1012,NorthernJet,PHX,BOS,2024-07-29T10:00:00,2024-07-29T12:43:00
FL00788,RE834,AC1019,RegionalCo,BOS,SFO,2024-09-08T02:00:00,2024-09-08T04:13:00
FL00789,EX115,AC1001,ExampleAir,MIA,SFO,2024-07-13T02:00:00,2024-07-13T06:36:00
FL00790,SK370,AC1002,SkyWays,BOS,DEN,2024-08-06T04:00:00,2024-08-06T08:19:00
FL00791,RE805,AC1007,RegionalCo,ATL,DEN,2024-07-22T10:00:00,2024-07-22T13:49:00
FL00792,NO571,AC1020,NorthernJet,DEN,LAX,2024-07-10T18:00:00,2024-07-10T21:46:00
FL00793,SK320,AC1010,SkyWays,ATL,MSP,2024-09-18T10:00:00,2024-09-18T13:22:00
FL00794,RE394,AC1015,RegionalCo,SFO,MIA,2024-07-29T11:00:00,2024-07-29T14:55:00
FL00795,NO858,AC1020,NorthernJet,LAX,DFW,2024-07-27T03:00:00,2024-07-27T06:05:00
FL00796,RE146,AC1007,RegionalCo,DFW,BOS,2024-09-24T17:00:00,2024-09-24T18:58:00
FL00797,RE310,AC1011,RegionalCo,JFK,MSP,2024-09-26T04:00:00,2024-09-26T06:03:00
FL00798,SK468,AC1010,SkyWays,DFW,BOS,2024-09-03T02:00:00,2024-09-03T05:40:00
FL00799,SK926,AC1010,SkyWays,MIA,SEA,2024-09-12T18:00:00,2024-09-12T21:21:00
FL00800,RE140,AC1003,RegionalCo,DEN,SFO,2024-09-11T03:00:00,2024-09-11T06:32:00
